date,spend,impressions,clicks,leads,cpl
2024-09-25,74.28,7789,14,1,74.28
2024-09-26,79.96,6908,11,1,79.96
2024-09-27,50.41,5065,0,0,0.0
2024-09-28,55.11,8068,12,1,55.11
2024-09-29,192.42,21977,80,9,21.38
2024-09-30,274.57,29425,100,7,39.22
2024-10-01,190.58,17776,119,8,23.82
2024-10-02,219.72,22869,114,8,27.46
2024-10-03,247.3,22388,162,12,20.61
2024-10-04,207.77,25907,85,10,20.78
2024-10-05,143.34,16615,65,5,28.67
2024-10-06,121.71,10558,70,6,20.28
2024-10-07,220.93,32777,97,7,31.56
2024-10-08,241.85,30045,104,8,30.23
2024-10-09,189.24,15377,80,8,23.66
2024-10-10,222.63,20135,57,7,31.8
2024-10-11,193.37,25136,28,3,64.46
2024-10-12,162.25,15450,49,4,40.56
2024-10-13,119.12,16359,65,5,23.82
2024-10-14,176.2,19490,176,12,14.68
2024-10-15,194.94,18027,49,4,48.73
2024-10-16,148.75,13753,117,9,16.53
2024-10-17,207.59,18325,18,2,103.79
2024-10-18,236.17,26278,147,10,23.62
2024-10-19,160.75,20641,106,8,20.09
2024-10-20,185.56,24970,102,8,23.19
2024-10-21,185.46,20511,78,8,23.18
2024-10-22,199.49,28614,101,7,28.5
2024-10-23,227.15,22717,74,5,45.43
2024-10-24,168.49,21034,96,10,16.85
2024-10-25,221.42,20877,108,10,22.14
2024-10-26,146.5,12671,35,3,48.83
2024-10-27,470.04,49950,176,14,33.57
2024-10-28,1322.49,110648,284,23,57.5
2024-10-29,740.9,67697,156,16,46.31
2024-10-30,813.32,90509,223,17,47.84
2024-10-31,728.85,75065,168,13,56.07
2024-11-01,563.18,52927,100,12,46.93
2024-11-02,372.35,46707,215,21,17.73
2024-11-03,114.21,16434,40,4,28.55
2024-11-04,156.99,18735,73,5,31.4
2024-11-05,114.82,13219,16,2,57.41
2024-11-06,127.07,15256,33,3,42.36
2024-11-07,114.68,15118,71,5,22.94
2024-11-08,164.41,23611,103,7,23.49
2024-11-09,150.8,22078,78,6,25.13
2024-11-10,102.01,11874,24,2,51.01
2024-11-11,132.37,15074,18,2,66.18
2024-11-12,127.57,13435,80,6,21.26
2024-11-13,119.12,10117,28,2,59.56
2024-11-14,143.23,19518,43,3,47.74
2024-11-15,112.96,11243,49,4,28.24
2024-11-16,110.67,11823,28,2,55.33
2024-11-17,70.39,10287,69,6,11.73
2024-11-18,103.84,15496,113,8,12.98
2024-11-19,139.03,20479,41,4,34.76
2024-11-20,183.31,26337,100,7,26.19
2024-11-21,183.54,26547,29,2,91.77
2024-11-22,140.49,13074,89,6,23.42
2024-11-23,94.25,12198,40,5,18.85
2024-11-24,29.16,3055,0,0,0.0
2024-11-25,33.93,3286,27,3,11.31
2024-11-26,56.2,8117,40,3,18.73
2024-11-27,49.77,7237,33,4,12.44
2024-11-28,41.0,6057,11,1,41.0
2024-11-29,40.14,5165,0,0,0.0
2024-11-30,46.22,6697,26,2,23.11
2024-12-01,131.51,15975,133,9,14.61
2024-12-02,162.69,17650,48,5,32.54
2024-12-03,164.97,22445,124,10,16.5
2024-12-04,196.75,28620,76,7,28.11
2024-12-05,195.96,26190,28,3,65.32
2024-12-06,154.26,13295,94,8,19.28
2024-12-07,98.18,12145,44,3,32.73
2024-12-08,100.91,9403,16,2,50.45
2024-12-09,177.06,15077,27,3,59.02
2024-12-10,170.45,25079,35,4,42.61
2024-12-11,175.34,16035,153,11,15.94
2024-12-12,152.7,18091,26,2,76.35
2024-12-13,148.15,14326,74,6,24.69
2024-12-14,112.79,16633,42,5,22.56
2024-12-15,116.0,11015,17,2,58.0
2024-12-16,205.02,19279,101,7,29.29
2024-12-17,182.08,18816,48,5,36.42
2024-12-18,207.12,18558,91,10,20.71
2024-12-19,154.18,16717,50,5,30.84
2024-12-20,188.41,16236,60,5,37.68
2024-12-21,131.4,19110,55,4,32.85
2024-12-22,21.45,2756,0,0,0.0
2024-12-23,51.24,7650,0,0,0.0
2024-12-24,53.58,4492,8,1,53.58
2024-12-25,41.36,4440,19,2,20.68
2024-12-26,32.92,3263,43,3,10.97
2024-12-27,32.35,3182,0,0,0.0
2024-12-28,21.18,2972,0,0,0.0
2024-12-29,154.31,15129,170,12,12.86
2024-12-30,180.67,20402,118,8,22.58
2024-12-31,174.66,17826,94,7,24.95
2025-01-01,167.36,23535,71,8,20.92
2025-01-02,210.06,31461,72,8,26.26
2025-01-03,189.38,21382,65,5,37.88
2025-01-04,120.85,13473,28,3,40.28
2025-01-05,129.28,13574,37,3,43.09
2025-01-06,178.88,19025,53,6,29.81
2025-01-07,218.69,18981,82,7,31.24
2025-01-08,199.28,24559,95,10,19.93
2025-01-09,185.29,16982,82,8,23.16
2025-01-10,140.49,18896,24,2,70.25
2025-01-11,128.53,18156,55,4,32.13
2025-01-12,31.3,3489,28,2,15.65
2025-01-13,51.69,5126,33,4,12.92
2025-01-14,41.24,5965,0,0,0.0
2025-01-15,48.28,6314,12,1,48.28
2025-01-16,37.47,3733,17,2,18.73
2025-01-17,51.5,5988,29,2,25.75
2025-01-18,35.57,3209,9,1,35.57
2025-01-19,43.58,4171,44,3,14.53
2025-01-20,66.0,9180,0,0,0.0
2025-01-21,80.93,8909,12,1,80.93
2025-01-22,59.24,8447,8,1,59.24
2025-01-23,81.35,7719,53,4,20.34
2025-01-24,63.1,9075,25,3,21.03
2025-01-25,40.02,4496,8,1,40.02
2025-01-26,132.46,15393,33,4,33.11
2025-01-27,233.8,23458,140,11,21.25
2025-01-28,149.13,15217,51,4,37.28
2025-01-29,218.22,29597,108,11,19.84
2025-01-30,249.3,36041,85,10,24.93
2025-01-31,181.24,16297,100,9,20.14
2025-02-01,102.87,13859,24,2,51.44
2025-02-02,99.74,9441,61,6,16.62
2025-02-03,145.1,18409,44,5,29.02
2025-02-04,128.56,16109,49,5,25.71
2025-02-05,154.29,22530,114,11,14.03
2025-02-06,159.67,20797,73,8,19.96
2025-02-07,147.32,12611,49,4,36.83
2025-02-08,115.93,10075,13,1,115.93
2025-02-09,87.84,10888,100,7,12.55
2025-02-10,145.94,18478,49,6,24.32
2025-02-11,133.87,10930,40,5,26.77
2025-02-12,145.82,14768,44,4,36.45
2025-02-13,155.3,16879,54,6,25.88
2025-02-14,99.87,9876,61,7,14.27
2025-02-15,85.32,10874,0,0,0.0
2025-02-16,775.34,112147,269,23,33.71
2025-02-17,2160.54,257417,235,24,90.02
2025-02-18,1805.79,243956,237,17,106.22
2025-02-19,1655.78,202041,291,20,82.79
2025-02-20,1197.4,149072,305,21,57.02
2025-02-21,1687.93,174483,161,19,88.84
2025-02-22,1029.71,132996,298,21,49.03
2025-02-23,129.57,13885,94,7,18.51
2025-02-24,196.32,16766,65,8,24.54
2025-02-25,174.64,21034,46,4,43.66
2025-02-26,167.1,16596,67,8,20.89
2025-02-27,99.94,13818,30,3,33.31
2025-02-28,116.76,14219,12,1,116.76
2025-03-01,77.24,7977,9,1,77.24
2025-03-02,83.09,12111,35,3,27.7
2025-03-03,128.19,15381,23,2,64.09
2025-03-04,142.56,14670,95,11,12.96
2025-03-05,127.33,10989,53,4,31.83
2025-03-06,136.04,13355,118,10,13.6
2025-03-07,118.3,14145,67,5,23.66
2025-03-08,106.56,15312,58,5,21.31
2025-03-09,76.97,8620,0,0,0.0
2025-03-10,145.33,17111,79,7,20.76
2025-03-11,125.77,18256,25,3,41.92
2025-03-12,127.17,13585,11,1,127.17
2025-03-13,132.32,15656,24,3,44.11
2025-03-14,146.11,15328,55,5,29.22
2025-03-15,81.95,9217,36,3,27.32
2025-03-16,93.01,8131,25,3,31.0
2025-03-17,129.29,18580,27,3,43.1
2025-03-18,103.8,13347,52,5,20.76
2025-03-19,119.47,17054,40,4,29.87
2025-03-20,136.51,15097,28,2,68.26
2025-03-21,125.73,12081,56,5,25.15
2025-03-22,93.97,12829,56,5,18.79
2025-03-23,77.08,7927,30,3,25.69
2025-03-24,131.54,11839,79,6,21.92
2025-03-25,124.27,13294,41,4,31.07
2025-03-26,78.11,7296,9,1,78.11
2025-03-27,116.61,13612,87,6,19.43
2025-03-28,91.95,10731,68,5,18.39
2025-03-29,94.21,13715,27,2,47.1
2025-03-30,75.43,9115,48,6,12.57
2025-03-31,125.34,11340,76,8,15.67
2025-04-01,193.56,16612,99,8,24.19
2025-04-02,175.26,20316,69,8,21.91
2025-04-03,140.16,13128,58,4,35.04
2025-04-04,108.11,15512,52,5,21.62
2025-04-05,130.57,18735,35,4,32.64
2025-04-06,95.75,12495,36,3,31.92
2025-04-07,164.77,15546,74,7,23.54
2025-04-08,144.47,17720,93,7,20.64
2025-04-09,128.7,12021,68,7,18.39
2025-04-10,138.63,11943,101,7,19.8
2025-04-11,158.31,13461,49,4,39.58
2025-04-12,120.64,17951,34,3,40.21
2025-04-13,105.64,10047,18,2,52.82
2025-04-14,140.58,12806,37,3,46.86
2025-04-15,135.12,15103,53,4,33.78
2025-04-16,153.13,16017,91,8,19.14
2025-04-17,135.55,18597,90,7,19.36
2025-04-18,114.57,11560,52,4,28.64
2025-04-19,120.47,13459,43,4,30.12
2025-04-20,112.06,10043,88,6,18.68
2025-04-21,183.41,15660,48,5,36.68
2025-04-22,153.34,18231,72,9,17.04
2025-04-23,122.39,10674,46,4,30.6
2025-04-24,155.75,15839,84,8,19.47
2025-04-25,143.31,18197,80,6,23.88
2025-04-26,110.75,11791,94,7,15.82
2025-04-27,128.44,10502,49,6,21.41
2025-04-28,119.59,11708,25,2,59.8
2025-04-29,159.92,21751,29,2,79.96
2025-04-30,128.69,15286,29,3,42.9
2025-05-01,109.47,16206,55,6,18.25
2025-05-02,189.48,20289,92,7,27.07
2025-05-03,108.63,12297,9,1,108.63
2025-05-04,102.96,10955,28,3,34.32
2025-05-05,151.46,16995,34,3,50.49
2025-05-06,140.19,12711,67,7,20.03
2025-05-07,165.18,18247,101,8,20.65
2025-05-08,161.96,19467,77,7,23.14
2025-05-09,148.67,17329,88,6,24.78
2025-05-10,91.29,12561,28,2,45.65
2025-05-11,121.64,17670,30,3,40.55
2025-05-12,121.83,12897,72,7,17.4
2025-05-13,174.32,16255,13,1,174.32
2025-05-14,171.8,18711,73,7,24.54
2025-05-15,146.21,20602,79,6,24.37
2025-05-16,135.75,19970,38,3,45.25
2025-05-17,105.36,14819,104,9,11.71
2025-05-18,144.88,15852,65,5,28.98
2025-05-19,189.36,25888,86,7,27.05
2025-05-20,161.57,16147,35,3,53.86
2025-05-21,153.65,16153,90,7,21.95
2025-05-22,124.64,16000,45,5,24.93
2025-05-23,143.2,16659,42,4,35.8
2025-05-24,113.38,11110,47,5,22.68
2025-05-25,86.54,10611,133,9,9.62
2025-05-26,109.04,10125,9,1,109.04
2025-05-27,164.49,20767,97,7,23.5
2025-05-28,149.3,12088,122,9,16.59
2025-05-29,179.01,24115,138,10,17.9
2025-05-30,136.67,15218,118,8,17.08
2025-05-31,101.75,14827,54,4,25.44
2025-06-01,84.49,9349,11,1,84.49
2025-06-02,83.73,10102,25,2,41.87
2025-06-03,81.32,7412,56,5,16.26
2025-06-04,103.38,9385,28,2,51.69
2025-06-05,98.71,13512,87,6,16.45
2025-06-06,99.48,10894,40,3,33.16
2025-06-07,62.99,6764,25,3,21.0
2025-06-08,20.24,2429,0,0,0.0
2025-06-09,23.99,3486,0,0,0.0
2025-06-10,32.9,4887,9,1,32.9
2025-06-11,29.52,2412,13,1,29.52
2025-06-12,28.27,4216,0,0,0.0
2025-06-13,20.52,2369,0,0,0.0
2025-06-14,24.34,2079,10,1,24.34
2025-06-15,37.44,4441,0,0,0.0
2025-06-16,46.69,4462,29,2,23.34
2025-06-17,50.75,7045,0,0,0.0
2025-06-18,36.38,4281,11,1,36.38
2025-06-19,36.14,4097,13,1,36.14
2025-06-20,61.81,5671,83,6,10.3
2025-06-21,24.15,2118,10,1,24.15
2025-06-22,441.58,37521,291,20,22.08
2025-06-23,867.15,103819,174,15,57.81
2025-06-24,910.29,73705,131,14,65.02
2025-06-25,725.15,94872,185,13,55.78
2025-06-26,673.53,89543,134,15,44.9
2025-06-27,767.67,78064,175,19,40.4
2025-06-28,542.24,70828,266,22,24.65
2025-06-29,82.11,8415,33,3,27.37
2025-06-30,104.26,9462,19,2,52.13
2025-07-01,199.24,21034,92,10,19.92
2025-07-02,185.59,19232,86,6,30.93
2025-07-03,130.88,12519,49,4,32.72
2025-07-04,125.59,13767,22,2,62.79
2025-07-05,93.55,10353,21,2,46.77
2025-07-06,102.11,12304,26,2,51.06
2025-07-07,137.13,16501,69,5,27.43
2025-07-08,200.3,21392,102,8,25.04
2025-07-09,239.88,20038,88,9,26.65
2025-07-10,162.94,20355,29,2,81.47
2025-07-11,166.85,15680,106,9,18.54
2025-07-12,104.11,8805,0,0,0.0
2025-07-13,84.75,11586,36,4,21.19
2025-07-14,104.28,11629,71,6,17.38
2025-07-15,169.32,16270,40,3,56.44
2025-07-16,145.54,15129,54,5,29.11
2025-07-17,194.62,23323,45,4,48.66
2025-07-18,144.39,16226,128,11,13.13
2025-07-19,128.48,10297,0,0,0.0
2025-07-20,136.82,13736,61,7,19.55
2025-07-21,206.92,19255,137,11,18.81
2025-07-22,172.95,23626,81,7,24.71
2025-07-23,165.22,18897,67,5,33.04
2025-07-24,134.02,16863,33,3,44.67
2025-07-25,138.86,13151,84,8,17.36
2025-07-26,95.96,13434,18,2,47.98
2025-07-27,104.75,15612,23,2,52.37
2025-07-28,176.91,20105,85,9,19.66
2025-07-29,251.34,30475,130,9,27.93
2025-07-30,129.31,17840,53,4,32.33
2025-07-31,186.88,26181,133,11,16.99
2025-08-01,116.49,15895,13,1,116.49
2025-08-02,73.03,10220,27,2,36.51
2025-08-03,56.17,8180,35,3,18.72
2025-08-04,112.25,14927,36,4,28.06
2025-08-05,77.62,8455,10,1,77.62
2025-08-06,100.94,12714,52,5,20.19
2025-08-07,74.86,10138,25,2,37.43
2025-08-08,90.07,13184,25,2,45.03
2025-08-09,64.9,6918,12,1,64.9
2025-08-10,83.3,10617,0,0,0.0
2025-08-11,117.69,17578,72,7,16.81
2025-08-12,90.61,11792,24,3,30.2
2025-08-13,118.94,9722,18,2,59.47
2025-08-14,87.26,12372,65,5,17.45
2025-08-15,89.26,10596,52,4,22.32
2025-08-16,89.16,11597,57,5,17.83
2025-08-17,348.85,38993,219,15,23.26
2025-08-18,434.88,51357,116,9,48.32
2025-08-19,375.64,34349,92,7,53.66
2025-08-20,450.98,48062,30,3,150.33
2025-08-21,581.22,77337,210,18,32.29
2025-08-22,430.37,45479,177,13,33.11
2025-08-23,329.85,39490,171,15,21.99
2025-08-24,52.62,7870,53,4,13.15
2025-08-25,104.09,9193,59,6,17.35
2025-08-26,92.61,12501,20,2,46.3
2025-08-27,103.88,14040,47,4,25.97
2025-08-28,77.94,7627,56,4,19.48
2025-08-29,85.22,11581,10,1,85.22
2025-08-30,69.56,9444,25,2,34.78
2025-08-31,181.41,16048,116,8,22.68
2025-09-01,846.34,70744,230,17,49.78
2025-09-02,834.17,76486,116,14,59.58
2025-09-03,528.62,52096,71,6,88.1
2025-09-04,936.31,112607,261,23,40.71
2025-09-05,833.17,74054,314,23,36.22
2025-09-06,754.96,100924,96,12,62.91
2025-09-07,145.04,19641,22,2,72.52
2025-09-08,192.14,25217,89,8,24.02
2025-09-09,221.71,32815,94,10,22.17
2025-09-10,323.48,32417,38,4,80.87
2025-09-11,300.36,42238,173,13,23.1
2025-09-12,282.03,27889,109,9,31.34
2025-09-13,208.11,26027,92,8,26.01
2025-09-14,156.43,12849,53,5,31.29
2025-09-15,267.5,23932,59,4,66.87
2025-09-16,320.08,35497,110,11,29.1
2025-09-17,267.77,37272,101,12,22.31
2025-09-18,220.49,18435,52,5,44.1
2025-09-19,216.29,18375,65,5,43.26
2025-09-20,194.26,28791,71,6,32.38
2025-09-21,127.75,16685,43,4,31.94
2025-09-22,177.16,14896,70,5,35.43
2025-09-23,201.71,18717,91,8,25.21
2025-09-24,175.83,14822,60,6,29.3
2025-09-25,187.12,23054,41,4,46.78
2025-09-26,255.06,32253,87,6,42.51
2025-09-27,166.86,20068,37,4,41.71
2025-09-28,152.23,22290,55,4,38.06
2025-09-29,277.14,35204,67,6,46.19
2025-09-30,292.46,28652,151,11,26.59
2025-10-01,217.96,30935,42,4,54.49
2025-10-02,140.01,13878,24,2,70.01
2025-10-03,267.77,31965,69,7,38.25
2025-10-04,125.66,12625,112,8,15.71
2025-10-05,116.46,10059,12,1,116.46
2025-10-06,201.44,18752,92,9,22.38
2025-10-07,195.21,17407,183,13,15.02
2025-10-08,216.34,17592,84,10,21.63
2025-10-09,212.87,30603,36,4,53.22
2025-10-10,208.5,16909,103,7,29.79
2025-10-11,131.93,15646,83,7,18.85
2025-10-12,159.42,19358,52,5,31.88
2025-10-13,257.21,22056,122,13,19.79
2025-10-14,286.8,25651,262,19,15.09
2025-10-15,240.82,21447,135,10,24.08
2025-10-16,184.15,18648,27,2,92.07
2025-10-17,214.93,30200,89,6,35.82
2025-10-18,140.35,16367,33,3,46.78
2025-10-19,164.73,20750,71,8,20.59
2025-10-20,251.78,24849,106,8,31.47
2025-10-21,268.78,39486,86,7,38.4
2025-10-22,225.02,24541,100,9,25.0
2025-10-23,259.22,26531,103,7,37.03
2025-10-24,199.18,23432,76,8,24.9
2025-10-25,226.05,23689,130,9,25.12
2025-10-26,124.22,12094,42,3,41.41
2025-10-27,251.07,29638,159,11,22.82
2025-10-28,203.13,26087,111,8,25.39
2025-10-29,277.36,25685,180,14,19.81
2025-10-30,201.53,20899,90,9,22.39
2025-10-31,262.65,37628,149,13,20.2
2025-11-01,125.2,17415,90,8,15.65
2025-11-02,103.37,14047,42,3,34.46
2025-11-03,271.62,34145,145,11,24.69
2025-11-04,140.67,15017,61,6,23.45
2025-11-05,158.9,21192,133,11,14.45
2025-11-06,143.21,19512,118,11,13.02
2025-11-07,148.71,18102,117,10,14.87
2025-11-08,110.72,16152,63,5,22.14
2025-11-09,106.35,13058,41,5,21.27
2025-11-10,195.41,15920,82,9,21.71
2025-11-11,171.81,13755,124,9,19.09
2025-11-12,131.6,17900,94,8,16.45
2025-11-13,131.91,12326,85,8,16.49
2025-11-14,117.62,9569,0,0,0.0
2025-11-15,91.33,12382,58,5,18.27
2025-11-16,95.88,11986,28,2,47.94
2025-11-17,125.21,18649,75,6,20.87
2025-11-18,136.21,12195,67,7,19.46
2025-11-19,126.15,10239,74,6,21.02
2025-11-20,135.17,14469,37,4,33.79
2025-11-21,229.56,22464,149,12,19.13
2025-11-22,81.42,6790,43,3,27.14
2025-11-23,89.84,8654,17,2,44.92
2025-11-24,110.03,16420,37,4,27.51
2025-11-25,152.23,21512,99,7,21.75
2025-11-26,139.91,16136,69,6,23.32
2025-11-27,146.03,17012,163,11,13.28
2025-11-28,123.58,15109,41,5,24.72
2025-11-29,114.21,11237,57,4,28.55
2025-11-30,750.42,62101,151,11,68.22
2025-12-01,817.1,93943,262,27,30.26
2025-12-02,1134.13,95795,227,26,43.62
2025-12-03,1177.84,126397,240,23,51.21
2025-12-04,983.82,133563,180,15,65.59
2025-12-05,1213.04,172068,462,32,37.91
2025-12-06,585.5,50702,198,17,34.44
2025-12-07,137.71,11132,173,13,10.59
2025-12-08,172.9,14631,105,8,21.61
2025-12-09,223.61,19468,136,10,22.36
2025-12-10,164.51,20239,59,5,32.9
2025-12-11,200.14,20867,73,9,22.24
2025-12-12,182.16,23782,94,7,26.02
2025-12-13,83.67,9343,55,5,16.73
2025-12-14,96.72,9253,25,3,32.24
2025-12-15,107.64,16041,28,3,35.88
2025-12-16,149.11,15888,71,5,29.82
2025-12-17,157.66,16795,95,9,17.52
2025-12-18,139.12,16576,67,6,23.19
2025-12-19,158.33,18547,145,10,15.83
2025-12-20,129.1,16332,109,9,14.34
2025-12-21,107.96,13909,50,4,26.99
2025-12-22,148.84,18407,75,7,21.26
2025-12-23,189.99,16569,95,9,21.11
2025-12-24,141.84,20653,71,5,28.37
2025-12-25,166.67,23487,84,7,23.81
2025-12-26,131.14,14557,69,6,21.86
2025-12-27,87.35,9210,48,5,17.47
2025-12-28,117.4,16648,45,4,29.35
2025-12-29,129.09,15948,56,5,25.82
2025-12-30,112.26,10671,70,6,18.71
2025-12-31,189.76,15283,67,7,27.11
